datetime,portfolio_value,cash,positions,return
2022-11-26 09:30:00-05:00,100000.0,100000.0,[],0.0
2022-11-28 08:30:00-05:00,100000.0,100000.0,[],0.0
2022-11-28 09:30:00-05:00,100000.0,100000.0,[],0.0
2022-11-28 09:30:00-05:00,100000.0,100000.0,[],0.0
2022-11-29 09:30:00-05:00,100000.0,100000.0,[],0.0
2022-11-30 09:30:00-05:00,100000.0,100000.0,[],0.0
2022-12-01 09:30:00-05:00,100000.0,100000.0,[],0.0
2022-12-02 09:30:00-05:00,100000.0,100000.0,[],0.0
2022-12-03 09:29:00-05:00,100000.0,100000.0,[],0.0
2022-12-03 09:30:00-05:00,100000.0,100000.0,[],0.0
2022-12-05 08:30:00-05:00,100000.0,100000.0,[],0.0
2022-12-05 09:30:00-05:00,100000.0,100000.0,[],0.0
2022-12-05 09:30:00-05:00,100000.0,100000.0,[],0.0
2022-12-06 09:30:00-05:00,100000.0,100000.0,[],0.0
2022-12-07 09:30:00-05:00,100000.0,100000.0,[],0.0
2022-12-08 09:30:00-05:00,100000.0,100000.0,[],0.0
2022-12-09 09:30:00-05:00,100000.0,100000.0,[],0.0
2022-12-10 09:29:00-05:00,100000.0,100000.0,[],0.0
2022-12-10 09:30:00-05:00,100000.0,100000.0,[],0.0
2022-12-12 08:30:00-05:00,100000.0,100000.0,[],0.0
2022-12-12 09:30:00-05:00,100000.0,100000.0,[],0.0
2022-12-12 09:30:00-05:00,100000.0,100000.0,[],0.0
2022-12-13 09:30:00-05:00,100000.0,100000.0,[],0.0
2022-12-14 09:30:00-05:00,100000.0,100000.0,[],0.0
2022-12-15 09:30:00-05:00,100000.0,100000.0,[],0.0
2022-12-16 09:30:00-05:00,100000.0,100000.0,[],0.0
2022-12-17 09:29:00-05:00,100000.0,100000.0,[],0.0
2022-12-17 09:30:00-05:00,100000.0,100000.0,[],0.0
2022-12-19 08:30:00-05:00,100000.0,100000.0,[],0.0
2022-12-19 09:30:00-05:00,100000.0,100000.0,[],0.0
2022-12-19 09:30:00-05:00,100000.0,100000.0,[],0.0
2022-12-20 09:30:00-05:00,100000.0,100000.0,[],0.0
2022-12-21 09:30:00-05:00,100000.0,100000.0,[],0.0
2022-12-22 09:30:00-05:00,100000.0,100000.0,[],0.0
2022-12-23 09:30:00-05:00,100000.0,100000.0,[],0.0
2022-12-24 09:29:00-05:00,100000.0,100000.0,[],0.0
2022-12-24 09:30:00-05:00,100000.0,100000.0,[],0.0
2022-12-27 08:30:00-05:00,100000.0,100000.0,[],0.0
2022-12-27 09:30:00-05:00,100000.0,100000.0,[],0.0
2022-12-27 09:30:00-05:00,100000.0,100000.0,[],0.0
2022-12-28 09:30:00-05:00,100000.0,100000.0,[],0.0
2022-12-29 09:30:00-05:00,100000.0,100000.0,[],0.0
2022-12-30 09:30:00-05:00,100000.0,100000.0,[],0.0
2022-12-31 09:29:00-05:00,100000.0,100000.0,[],0.0
2022-12-31 09:30:00-05:00,100000.0,100000.0,[],0.0
